review_rank,review_batch_id,review_priority_band,candidate_review_status,access_id,street,civico,esponente,coordinate_quality_flag,coordinate_suspect_reason,source_lon,source_lat,candidate_lon,candidate_lat,candidate_method,candidate_confidence,candidate_status,distance_from_source_m,anchor_count,numeric_anchor_count,nearest_anchor_distance_m,lower_anchor_access_id,lower_anchor_civic,upper_anchor_access_id,upper_anchor_civic,nearest_anchor_access_id,nearest_anchor_civic,external_geocoder_candidate_count,candidate_explanation,suggested_workbench_filter,recommended_review_action,notes
39,anncsu_coordinate_review_batch_1_2025,batch_1,ready_for_manual_review,3538433,VIA DEL PROGRESSO,73,,same_street_outlier,progressive civic-number neighbour is 1014.8 m away,16.318104,38.972118,16.3251635,38.964755,same_street_civic_number_interpolation,medium,candidate_requires_human_review,1021.2,499,499,271.3,3534002,72,3534003,74,3536185,236,0,Interpolated civic 73 between same-street anchors 72 and 74.,access_id:3538433,"Open this access_id in the workbench; accept as manual_coordinate_override only after checking ANNCSU label, street-register evidence, and local context.",Batching does not apply coordinates. Export JSON decisions and run the coordinate-decision audit before recovery-layer use.
40,anncsu_coordinate_review_batch_1_2025,batch_1,ready_for_manual_review,3536139,VIA DEL PROGRESSO,582,2,same_street_outlier,progressive civic-number neighbour is 2133.2 m away,16.3330573,38.926976,16.3324534,38.9461918,same_street_civic_number_interpolation,medium,candidate_requires_human_review,2137.3,499,499,323.5,3533978,581,3538404,583,3536109,552,0,Interpolated civic 582 between same-street anchors 581 and 583.,access_id:3536139,"Open this access_id in the workbench; accept as manual_coordinate_override only after checking ANNCSU label, street-register evidence, and local context.",Batching does not apply coordinates. Export JSON decisions and run the coordinate-decision audit before recovery-layer use.
41,anncsu_coordinate_review_batch_1_2025,batch_1,ready_for_manual_review,3536113,VIA DEL PROGRESSO,610,,same_street_outlier,progressive civic-number neighbour is 2329.2 m away,16.3338241,38.9240589,16.3249215,38.9601771,same_street_civic_number_interpolation,medium,candidate_requires_human_review,4089.3,499,499,651.8,3533986,609,3533987,611,3536109,552,0,Interpolated civic 610 between same-street anchors 609 and 611.,access_id:3536113,"Open this access_id in the workbench; accept as manual_coordinate_override only after checking ANNCSU label, street-register evidence, and local context.",Batching does not apply coordinates. Export JSON decisions and run the coordinate-decision audit before recovery-layer use.
42,anncsu_coordinate_review_batch_1_2025,batch_1,ready_for_manual_review,3520440,VIA DEI BIZANTINI,181,,same_street_outlier,progressive civic-number neighbour is 1795.0 m away,16.2896293,38.9641287,16.3007499,38.948848,same_street_civic_number_interpolation,medium,candidate_requires_human_review,1952.4,357,357,299.2,3520366,180,3518191,183,3516062,268,0,Interpolated civic 181 between same-street anchors 180 and 183.,access_id:3520440,"Open this access_id in the workbench; accept as manual_coordinate_override only after checking ANNCSU label, street-register evidence, and local context.",Batching does not apply coordinates. Export JSON decisions and run the coordinate-decision audit before recovery-layer use.
43,anncsu_coordinate_review_batch_1_2025,batch_1,ready_for_manual_review,3553301,VIA DEI BIZANTINI,57,,same_street_outlier,nearest same-street civic is 594.1 m away; progressive civic-number neighbour is 623.0 m away,16.2768912,38.9549174,16.3013435,38.9554939,same_street_civic_number_interpolation,medium,candidate_requires_human_review,2115.3,357,357,595.1,3518239,56,3553302,58,3553298,53,0,Interpolated civic 57 between same-street anchors 56 and 58.,access_id:3553301,"Open this access_id in the workbench; accept as manual_coordinate_override only after checking ANNCSU label, street-register evidence, and local context.",Batching does not apply coordinates. Export JSON decisions and run the coordinate-decision audit before recovery-layer use.
44,anncsu_coordinate_review_batch_1_2025,batch_1,ready_for_manual_review,3520410,VIA DEI BIZANTINI,131,,same_street_outlier,nearest same-street civic is 517.8 m away; progressive civic-number neighbour is 3214.6 m away,16.2679017,38.9617222,16.3035439,38.9529847,same_street_civic_number_interpolation,medium,candidate_requires_human_review,3231.4,357,357,516.8,3518162,130,3518163,132,3520405,127,0,Interpolated civic 131 between same-street anchors 130 and 132.,access_id:3520410,"Open this access_id in the workbench; accept as manual_coordinate_override only after checking ANNCSU label, street-register evidence, and local context.",Batching does not apply coordinates. Export JSON decisions and run the coordinate-decision audit before recovery-layer use.
45,anncsu_coordinate_review_batch_1_2025,batch_1,ready_for_manual_review,3535167,VIA ACQUAFREDDA,82,,same_street_outlier,progressive civic-number neighbour is 680.8 m away,16.2803995,38.9456439,16.2996872,38.961908,same_street_civic_number_interpolation,medium,candidate_requires_human_review,2460.1,273,273,489.4,3533012,81,3521524,83,3535156,66,0,Interpolated civic 82 between same-street anchors 81 and 83.,access_id:3535167,"Open this access_id in the workbench; accept as manual_coordinate_override only after checking ANNCSU label, street-register evidence, and local context.",Batching does not apply coordinates. Export JSON decisions and run the coordinate-decision audit before recovery-layer use.
46,anncsu_coordinate_review_batch_1_2025,batch_1,ready_for_manual_review,3535135,VIA ACQUAFREDDA,239,,same_street_outlier,nearest same-street civic is 1219.1 m away; progressive civic-number neighbour is 5480.5 m away,16.3014126,38.970104,16.2409704,38.9878745,same_street_civic_number_interpolation,medium,candidate_requires_human_review,5585.8,273,273,1216.7,3535134,237,3521451,240,3532980,220,0,Interpolated civic 239 between same-street anchors 237 and 240.,access_id:3535135,"Open this access_id in the workbench; accept as manual_coordinate_override only after checking ANNCSU label, street-register evidence, and local context.",Batching does not apply coordinates. Export JSON decisions and run the coordinate-decision audit before recovery-layer use.
47,anncsu_coordinate_review_batch_1_2025,batch_1,ready_for_manual_review,3535126,VIA ACQUAFREDDA,228,,same_street_outlier,nearest same-street civic is 1413.1 m away; progressive civic-number neighbour is 7053.5 m away,16.3106471,38.95961,16.2402443,38.9916687,same_street_civic_number_interpolation,medium,candidate_requires_human_review,7053.1,273,273,1472.5,3535125,227,3535127,229,3533025,88,0,Interpolated civic 228 between same-street anchors 227 and 229.,access_id:3535126,"Open this access_id in the workbench; accept as manual_coordinate_override only after checking ANNCSU label, street-register evidence, and local context.",Batching does not apply coordinates. Export JSON decisions and run the coordinate-decision audit before recovery-layer use.
48,anncsu_coordinate_review_batch_1_2025,batch_1,ready_for_manual_review,3535128,VIA ACQUAFREDDA,230,,same_street_outlier,nearest same-street civic is 2062.1 m away; progressive civic-number neighbour is 9060.7 m away,16.3338061,38.9553419,16.240202,38.9918111,same_street_civic_number_interpolation,medium,candidate_requires_human_review,9051.1,273,273,2326.2,3535127,229,3521448,231,3521525,89,0,Interpolated civic 230 between same-street anchors 229 and 231.,access_id:3535128,"Open this access_id in the workbench; accept as manual_coordinate_override only after checking ANNCSU label, street-register evidence, and local context.",Batching does not apply coordinates. Export JSON decisions and run the coordinate-decision audit before recovery-layer use.
49,anncsu_coordinate_review_batch_1_2025,batch_1,ready_for_manual_review,3526395,VIA ROBERTO IL GUISCARDO,12,,same_street_outlier,progressive civic-number neighbour is 620.2 m away,16.3159654,38.9759628,16.3220053,38.9651057,same_street_civic_number_interpolation,medium,candidate_requires_human_review,1315.3,232,232,402.0,3526389,11,3528647,13,3528532,168,0,Interpolated civic 12 between same-street anchors 11 and 13.,access_id:3526395,"Open this access_id in the workbench; accept as manual_coordinate_override only after checking ANNCSU label, street-register evidence, and local context.",Batching does not apply coordinates. Export JSON decisions and run the coordinate-decision audit before recovery-layer use.
50,anncsu_coordinate_review_batch_1_2025,batch_1,ready_for_manual_review,3528601,VIA ROBERTO IL GUISCARDO,35,,same_street_outlier,nearest same-street civic is 1477.2 m away; progressive civic-number neighbour is 1577.9 m away,16.3027523,38.9579415,16.3213434,38.956979,same_street_civic_number_interpolation,medium,candidate_requires_human_review,1611.1,232,232,1474.0,3528600,34,3528602,36,3530891,75,0,Interpolated civic 35 between same-street anchors 34 and 36.,access_id:3528601,"Open this access_id in the workbench; accept as manual_coordinate_override only after checking ANNCSU label, street-register evidence, and local context.",Batching does not apply coordinates. Export JSON decisions and run the coordinate-decision audit before recovery-layer use.
51,,later_review,ready_for_later_manual_review,3528569,VIA ROBERTO IL GUISCARDO,26,,same_street_outlier,progressive civic-number neighbour is 3482.0 m away,16.2851469,38.968843,16.3222663,38.9566883,same_street_civic_number_interpolation,medium,candidate_requires_human_review,3482.3,232,232,3083.4,3528659,25,3530852,27,3528532,168,0,Interpolated civic 26 between same-street anchors 25 and 27.,access_id:3528569,Keep queued for later manual review after batch 1.,Batching does not apply coordinates. Export JSON decisions and run the coordinate-decision audit before recovery-layer use.
52,,later_review,ready_for_later_manual_review,3530841,VIA ROBERTO IL GUISCARDO,234,,same_street_outlier,progressive civic-number neighbour is 4268.1 m away,16.2807894,38.9690018,16.3252491,38.9519267,same_street_civic_number_interpolation,medium,candidate_requires_human_review,4287.4,232,232,3450.4,3528560,232,3528561,236,3528532,168,0,Interpolated civic 234 between same-street anchors 232 and 236.,access_id:3530841,Keep queued for later manual review after batch 1.,Batching does not apply coordinates. Export JSON decisions and run the coordinate-decision audit before recovery-layer use.
53,,later_review,ready_for_later_manual_review,3516826,VIA MONSIGNOR AZIO DAVOLI,224,,same_street_outlier,progressive civic-number neighbour is 4493.7 m away,16.3195417,38.9752575,16.3392948,38.9368839,same_street_civic_number_interpolation,medium,candidate_requires_human_review,4596.1,169,169,447.5,3516905,222,3516827,226,3516887,99,0,Interpolated civic 224 between same-street anchors 222 and 226.,access_id:3516826,Keep queued for later manual review after batch 1.,Batching does not apply coordinates. Export JSON decisions and run the coordinate-decision audit before recovery-layer use.
54,,later_review,ready_for_later_manual_review,3518507,VIA EROI DI SAPRI,10,,same_street_outlier,nearest same-street civic is 834.4 m away; progressive civic-number neighbour is 1430.5 m away,16.2826621,38.9533364,16.2834939,38.9662239,same_street_civic_number_interpolation,medium,candidate_requires_human_review,1434.8,166,166,835.7,3520671,9,3518516,11,3518505,199,0,Interpolated civic 10 between same-street anchors 9 and 11.,access_id:3518507,Keep queued for later manual review after batch 1.,Batching does not apply coordinates. Export JSON decisions and run the coordinate-decision audit before recovery-layer use.
55,,later_review,ready_for_later_manual_review,3513584,VIA CONFORTI,4,,same_street_outlier,nearest same-street civic is 2524.2 m away; progressive civic-number neighbour is 4875.2 m away,16.2931232,38.935429,16.3144073,38.9761549,same_street_civic_number_interpolation,medium,candidate_requires_human_review,4888.2,165,165,2523.8,3518602,2,3513605,6,3518627,77,0,Interpolated civic 4 between same-street anchors 2 and 6.,access_id:3513584,Keep queued for later manual review after batch 1.,Batching does not apply coordinates. Export JSON decisions and run the coordinate-decision audit before recovery-layer use.
56,,later_review,ready_for_later_manual_review,3596111,VIA DEI BRUTII,52,,same_street_outlier,point is near validated ANNCSU civics labelled VIA GALLIANO (4 of nearby context within 120 m); progressive civic-number neighbour is 793.8 m away,16.2818593,38.9618973,16.2949816,38.9597698,same_street_civic_number_interpolation,medium,candidate_requires_human_review,1159.0,151,151,427.4,3596110,51,3596112,53,3593959,21,0,Interpolated civic 52 between same-street anchors 51 and 53.,access_id:3596111,Keep queued for later manual review after batch 1.,Batching does not apply coordinates. Export JSON decisions and run the coordinate-decision audit before recovery-layer use.
57,,later_review,ready_for_later_manual_review,3596222,VIA DEI BRUTII,96,,same_street_outlier,nearest same-street civic is 2011.5 m away; progressive civic-number neighbour is 6901.4 m away,16.33187,38.929303,16.2527068,38.9147935,same_street_civic_number_interpolation,medium,candidate_requires_human_review,7035.9,151,151,2009.6,3596221,95,3596137,97,3596153,141,0,Interpolated civic 96 between same-street anchors 95 and 97.,access_id:3596222,Keep queued for later manual review after batch 1.,Batching does not apply coordinates. Export JSON decisions and run the coordinate-decision audit before recovery-layer use.
58,,later_review,ready_for_later_manual_review,3517788,VIA INDIPENDENZA,109,,same_street_outlier,5492.0 m from same-street cluster centroid; nearest same-street civic is 4144.1 m away; progressive civic-number neighbour is 4396.1 m away,16.2400012,38.9863557,16.3050036,38.9690146,same_street_civic_number_interpolation,medium,candidate_requires_human_review,5940.6,144,144,4138.6,3517734,108,3517736,110,3519924,66,0,Interpolated civic 109 between same-street anchors 108 and 110.,access_id:3517788,Keep queued for later manual review after batch 1.,Batching does not apply coordinates. Export JSON decisions and run the coordinate-decision audit before recovery-layer use.
59,,later_review,ready_for_later_manual_review,3522429,VIA GIOACCHINO MURAT,101,,same_street_outlier,nearest same-street civic is 2911.3 m away; progressive civic-number neighbour is 7339.2 m away,16.2480636,38.9770685,16.3338232,38.9636822,same_street_civic_number_interpolation,medium,candidate_requires_human_review,7561.9,125,125,2907.3,3522428,100,3522345,102,3522347,107,0,Interpolated civic 101 between same-street anchors 100 and 102.,access_id:3522429,Keep queued for later manual review after batch 1.,Batching does not apply coordinates. Export JSON decisions and run the coordinate-decision audit before recovery-layer use.
60,,later_review,ready_for_later_manual_review,3531678,VIA ENRICO TOTI,6,,same_street_outlier,nearest same-street civic is 623.2 m away; progressive civic-number neighbour is 623.2 m away,16.32119,38.9780579,16.3154432,38.9746973,same_street_civic_number_interpolation,medium,candidate_requires_human_review,621.6,107,107,623.3,3531674,5,3531769,7,3531674,5,0,Interpolated civic 6 between same-street anchors 5 and 7.,access_id:3531678,Keep queued for later manual review after batch 1.,Batching does not apply coordinates. Export JSON decisions and run the coordinate-decision audit before recovery-layer use.
61,,later_review,ready_for_later_manual_review,3513296,VIA DELLE TERME,121,,same_street_outlier,point is near validated ANNCSU civics labelled VIA GIOACCHINO MURAT (4 of nearby context within 120 m); progressive civic-number neighbour is 2860.4 m away,16.3234952,38.9422561,16.3203112,38.9399683,same_street_civic_number_interpolation,medium,candidate_requires_human_review,374.9,102,102,252.5,3511119,117,3511120,122,3511183,116,0,Interpolated civic 121 between same-street anchors 117 and 122.,access_id:3513296,Keep queued for later manual review after batch 1.,Batching does not apply coordinates. Export JSON decisions and run the coordinate-decision audit before recovery-layer use.
62,,later_review,ready_for_later_manual_review,3551288,VIA CAPITANO MANFREDI,8,,same_street_outlier,nearest same-street civic is 618.6 m away; progressive civic-number neighbour is 618.6 m away,16.3150455,38.9601054,16.311727,38.955041,same_street_civic_number_interpolation,medium,candidate_requires_human_review,632.0,102,102,619.3,3551279,7,3551293,9,3551279,7,0,Interpolated civic 8 between same-street anchors 7 and 9.,access_id:3551288,Keep queued for later manual review after batch 1.,Batching does not apply coordinates. Export JSON decisions and run the coordinate-decision audit before recovery-layer use.
