election_id,round,section_number,list_number,votes,source_doc_id,validation_status,notes
comunali_lamezia_2025,1,18,14,40,maggioli_2025_sections_lists_xml,extracted_pending_totals_validation,
comunali_lamezia_2025,1,19,1,92,maggioli_2025_sections_lists_xml,extracted_pending_totals_validation,
comunali_lamezia_2025,1,19,2,23,maggioli_2025_sections_lists_xml,extracted_pending_totals_validation,
comunali_lamezia_2025,1,19,3,32,maggioli_2025_sections_lists_xml,extracted_pending_totals_validation,
comunali_lamezia_2025,1,19,4,74,maggioli_2025_sections_lists_xml,extracted_pending_totals_validation,
comunali_lamezia_2025,1,19,5,21,maggioli_2025_sections_lists_xml,extracted_pending_totals_validation,
comunali_lamezia_2025,1,19,6,52,maggioli_2025_sections_lists_xml,extracted_pending_totals_validation,
comunali_lamezia_2025,1,19,7,12,maggioli_2025_sections_lists_xml,extracted_pending_totals_validation,
comunali_lamezia_2025,1,19,8,5,maggioli_2025_sections_lists_xml,extracted_pending_totals_validation,
comunali_lamezia_2025,1,19,9,34,maggioli_2025_sections_lists_xml,extracted_pending_totals_validation,
comunali_lamezia_2025,1,19,10,75,maggioli_2025_sections_lists_xml,extracted_pending_totals_validation,
comunali_lamezia_2025,1,19,11,53,maggioli_2025_sections_lists_xml,extracted_pending_totals_validation,
comunali_lamezia_2025,1,19,12,53,maggioli_2025_sections_lists_xml,extracted_pending_totals_validation,
comunali_lamezia_2025,1,19,13,33,maggioli_2025_sections_lists_xml,extracted_pending_totals_validation,
comunali_lamezia_2025,1,19,14,47,maggioli_2025_sections_lists_xml,extracted_pending_totals_validation,
comunali_lamezia_2025,1,20,1,55,maggioli_2025_sections_lists_xml,extracted_pending_totals_validation,
comunali_lamezia_2025,1,20,2,14,maggioli_2025_sections_lists_xml,extracted_pending_totals_validation,
comunali_lamezia_2025,1,20,3,13,maggioli_2025_sections_lists_xml,extracted_pending_totals_validation,
comunali_lamezia_2025,1,20,4,51,maggioli_2025_sections_lists_xml,extracted_pending_totals_validation,
