street_name_normalised,electoral_street_name_raw,electoral_rule_count,electoral_section_numbers,anncsu_street_name_normalised,anncsu_odonimo,anncsu_progressivo_nazionale,anncsu_total_accesses,crosswalk_status,match_method,confidence,notes
VIA CHIUSARELLA,VIA CHIUSARELLA,1,32,,,,,unmatched,normalized_exact,review,no exact normalized ANNCSU odonym match
VIA CIALDINI,VIA CIALDINI,1,40,VIA CIALDINI,VIA CIALDINI,1245160,9,matched,normalized_exact,high,
VIA CIMABUE,VIA CIMABUE,1,76,VIA CIMABUE,VIA CIMABUE,1245161,19,matched,normalized_exact,high,
VIA CIRILLO,VIA CIRILLO,1,38,VIA CIRILLO,VIA CIRILLO,1245162,34,matched,normalized_exact,high,
VIA CLEARCO DI REGGIO,VIA CLEARCO DI REGGIO,1,35,VIA CLEARCO DI REGGIO,VIA CLEARCO DI REGGIO,1245165,8,matched,normalized_exact,high,
VIA COLADARCI,VIA COLADARCI,1,23,VIA COLADARCI,VIA COLADARCI,1245166,17,matched,normalized_exact,high,
VIA COLONNA DI SERRA,VIA COLONNA DI SERRA,1,26,VIA COLONNA DI SERRA,VIA COLONNA DI SERRA,1245168,8,matched,normalized_exact,high,
VIA COMMERCIO,VIA COMMERCIO,1,40,VIA COMMERCIO,VIA COMMERCIO,1245172,31,matched,normalized_exact,high,
VIA CONCETTA FLORO,VIA CONCETTA FLORO,1,28,VIA CONCETTA FLORO,VIA CONCETTA FLORO,1246202,15,matched,normalized_exact,high,
VIA CONTE GIUSEPPE,VIA CONTE GIUSEPPE,1,29,,,,,unmatched,normalized_exact,review,no exact normalized ANNCSU odonym match
VIA CONTRADA E RIONE CAFOSSI,VIA - C.DA E RIONE CAFOSSI,1,30,,,,,unmatched,normalized_exact,review,no exact normalized ANNCSU odonym match
VIA CORSO E VICHI VITTORIO EMANUELE,VIA- CORSO E VICHI VITTORIO EMANUELE,1,33,,,,,unmatched,normalized_exact,review,no exact normalized ANNCSU odonym match
VIA CRATI,VIA CRATI,1,1,VIA CRATI,VIA CRATI,1245191,32,matched,normalized_exact,high,
VIA CROCEFISSO,VIA CROCEFISSO,1,6,VIA CROCEFISSO,VIA CROCEFISSO,1245193,69,matched,normalized_exact,high,
VIA CRUCICCHIA FIRRUZZA,VIA CRUCICCHIA FIRRUZZA,1,32,,,,,unmatched,normalized_exact,review,no exact normalized ANNCSU odonym match
VIA CURTATONE,VIA CURTATONE,1,32,VIA CURTATONE,VIA CURTATONE,1245201,2,matched,normalized_exact,high,
VIA D CHIESA,VIA D. CHIESA,1,4,VIA DAMIANO CHIESA,VIA DAMIANO CHIESA,1245205,16,matched_abbreviation_unique,abbreviation_signature_unique,medium,unique ANNCSU odonym match by final token plus preceding initials
VIA D ELIA,VIA D'ELIA,1,34,VIA D ELIA,VIA D'ELIA,1245252,23,matched,normalized_exact,high,
VIA D PALADINO,VIA D. PALADINO,1,58,,,,,unmatched,normalized_exact,review,no exact normalized ANNCSU odonym match
VIA DANTE,VIA DANTE,1,54,,,,,unmatched,normalized_exact,review,no exact normalized ANNCSU odonym match
VIA DARIO GALLI,VIA DARIO GALLI,1,28,VIA DARIO GALLI,VIA DARIO GALLI,1246200,18,matched,normalized_exact,high,
VIA DARIO LEONE,VIA DARIO LEONE,3,29; 66,VIA DARIO LEONE,VIA DARIO LEONE,1246122,100,matched,normalized_exact,high,
VIA DE A CURTIS,VIA DE A.CURTIS,1,59,,,,,unmatched,normalized_exact,review,no exact normalized ANNCSU odonym match
VIA DE MEDICI ANTONIO,VIA DE MEDICI ANTONIO,4,32; 50,,,,,unmatched,normalized_exact,review,no exact normalized ANNCSU odonym match
VIA DE PRETIS,VIA DE PRETIS,1,36,VIA DE PRETIS,VIA DE PRETIS,1245270,24,matched,normalized_exact,high,
VIA DE SENATORE SAC GIOVANNI,VIA DE SENATORE SAC. GIOVANNI,1,41,,,,,unmatched,normalized_exact,review,no exact normalized ANNCSU odonym match
VIA DEGLI ABETI,VIA DEGLI ABETI,1,73,VIA DEGLI ABETI,VIA DEGLI ABETI,1246157,8,matched,normalized_exact,high,
VIA DEGLI ACERI,VIA DEGLI ACERI,1,70,,,,,unmatched,normalized_exact,review,no exact normalized ANNCSU odonym match
VIA DEGLI ALLORI,VIA DEGLI ALLORI,1,65,VIA DEGLI ALLORI,VIA DEGLI ALLORI,1246102,2,matched,normalized_exact,high,
VIA DEGLI APULI,VIA DEGLI APULI,1,71,,,,,unmatched,normalized_exact,review,no exact normalized ANNCSU odonym match
VIA DEGLI AUSONI,VIA DEGLI AUSONI,1,77,VIA DEGLI AUSONI,VIA DEGLI AUSONI,1246176,24,matched,normalized_exact,high,
VIA DEGLI EMIGRANTI,VIA DEGLI EMIGRANTI,1,77,VIA DEGLI EMIGRANTI,VIA DEGLI EMIGRANTI,1245215,20,matched,normalized_exact,high,
VIA DEGLI ENOTRI,VIA DEGLI ENOTRI,1,61,VIA DEGLI ENOTRI,VIA DEGLI ENOTRI,1245216,48,matched,normalized_exact,high,
VIA DEGLI EQUI,VIA DEGLI EQUI,1,71,VIA DEGLI EQUI,VIA DEGLI EQUI,1246288,14,matched,normalized_exact,high,
VIA DEGLI ETRUSCHI,VIA DEGLI ETRUSCHI,1,72,VIA DEGLI ETRUSCHI,VIA DEGLI ETRUSCHI,1245217,24,matched,normalized_exact,high,
VIA DEGLI EUCALIPTI,VIA DEGLI EUCALIPTI,1,65,VIA DEGLI EUCALIPTI,VIA DEGLI EUCALIPTI,1246101,28,matched,normalized_exact,high,
VIA DEGLI IRPINI,VIA DEGLI IRPINI,1,72,VIA DEGLI IRPINI,VIA DEGLI IRPINI,1245218,2,matched,normalized_exact,high,
VIA DEGLI ITALI,VIA DEGLI ITALI,4,71; 74,VIA DEGLI ITALI,VIA DEGLI ITALI,1245219,134,matched,normalized_exact,high,
VIA DEGLI OLEANDRI,VIA DEGLI OLEANDRI,1,64,VIA DEGLI OLEANDRI,VIA DEGLI OLEANDRI,1245220,3,matched,normalized_exact,high,
VIA DEGLI OLMI,VIA DEGLI OLMI,1,71,VIA DEGLI OLMI,VIA DEGLI OLMI,1246129,6,matched,normalized_exact,high,
VIA DEGLI ONTANI,VIA DEGLI ONTANI,1,71,,,,,unmatched,normalized_exact,review,no exact normalized ANNCSU odonym match
VIA DEGLI SVEVI,VIA DEGLI SVEVI,1,71,VIA DEGLI SVEVI,VIA DEGLI SVEVI,1245221,50,matched,normalized_exact,high,
VIA DEGLI ULIVETI,VIA DEGLI ULIVETI,1,62,VIA DEGLI ULIVETI,VIA DEGLI ULIVETI,1245222,44,matched,normalized_exact,high,
VIA DEGLI UMBRI,VIA DEGLI UMBRI,1,72,VIA DEGLI UMBRI,VIA DEGLI UMBRI,1246116,8,matched,normalized_exact,high,
VIA DEI BIZANTINI,VIA DEI BIZANTINI,4,60; 62,VIA DEI BIZANTINI,VIA DEI BIZANTINI,1245223,361,matched,normalized_exact,high,
VIA DEI BRUTII,VIA DEI BRUTII,4,71; 73,VIA DEI BRUTII,VIA DEI BRUTII,1245224,153,matched,normalized_exact,high,
VIA DEI CAMPANI,VIA DEI CAMPANI,4,52; 62,,,,,unmatched,normalized_exact,review,no exact normalized ANNCSU odonym match
VIA DEI CAMPIONI,VIA DEI CAMPIONI,1,2,,,,,unmatched,normalized_exact,review,no exact normalized ANNCSU odonym match
VIA DEI CAROLINGI,VIA DEI CAROLINGI,1,72,VIA DEI CAROLINGI,VIA DEI CAROLINGI,1245225,8,matched,normalized_exact,high,
VIA DEI CASTAGNI,VIA DEI CASTAGNI,1,73,VIA DEI CASTAGNI,VIA DEI CASTAGNI,1246156,3,matched,normalized_exact,high,
VIA DEI CEDRI,VIA DEI CEDRI,1,67,VIA DEI CEDRI,VIA DEI CEDRI,1246181,3,matched,normalized_exact,high,
VIA DEI CELTI,VIA DEI CELTI,1,72,VIA DEI CELTI,VIA DEI CELTI,1246192,2,matched,normalized_exact,high,
VIA DEI CERRI,VIA DEI CERRI,1,66,VIA DEI CERRI,VIA DEI CERRI,1246170,3,matched,normalized_exact,high,
VIA DEI CICLAMINI,VIA DEI CICLAMINI,1,64,VIA DEI CICLAMINI,VIA DEI CICLAMINI,1245226,29,matched,normalized_exact,high,
VIA DEI CORSI,VIA DEI CORSI,1,72,VIA DEI CORSI,VIA DEI CORSI,1246148,3,matched,normalized_exact,high,
VIA DEI FAGGI,VIA DEI FAGGI,1,71,VIA DEI FAGGI,VIA DEI FAGGI,1246120,6,matched,normalized_exact,high,
VIA DEI FALEGNAMI,VIA DEI FALEGNAMI,1,32,VIA DEI FALEGNAMI,VIA DEI FALEGNAMI,1245227,25,matched,normalized_exact,high,
VIA DEI FENICI,VIA DEI FENICI,1,72,VIA DEI FENICI,VIA DEI FENICI,1246117,4,matched,normalized_exact,high,
VIA DEI FRASSINI,VIA DEI FRASSINI,1,73,VIA DEI FRASSINI,VIA DEI FRASSINI,1246131,5,matched,normalized_exact,high,
VIA DEI FRENTANI,VIA DEI FRENTANI,1,72,VIA DEI FRENTANI,VIA DEI FRENTANI,1246149,5,matched,normalized_exact,high,
VIA DEI GAROFANI,VIA DEI GAROFANI,1,64,VIA DEI GAROFANI,VIA DEI GAROFANI,1245228,9,matched,normalized_exact,high,
VIA DEI GELSI,VIA DEI GELSI,1,71,VIA DEI GELSI,VIA DEI GELSI,1246142,8,matched,normalized_exact,high,
VIA DEI GELSOMINI,VIA DEI GELSOMINI,1,64,VIA DEI GELSOMINI,VIA DEI GELSOMINI,1245229,30,matched,normalized_exact,high,
VIA DEI GIARDINI,VIA DEI GIARDINI,1,4,,,,,unmatched,normalized_exact,review,no exact normalized ANNCSU odonym match
VIA DEI GIGLI,VIA DEI GIGLI,1,68,VIA DEI GIGLI,VIA DEI GIGLI,1245232,14,matched,normalized_exact,high,
VIA DEI GLADIOLI,VIA DEI GLADIOLI,1,64,VIA DEI GLADIOLI,VIA DEI GLADIOLI,1246106,9,matched,normalized_exact,high,
VIA DEI GLICINI,VIA DEI GLICINI,1,64,VIA DEI GLICINI,VIA DEI GLICINI,1245233,19,matched,normalized_exact,high,
VIA DEI GRECI,VIA DEI GRECI,1,71,VIA DEI GRECI,VIA DEI GRECI,1246105,39,matched,normalized_exact,high,
VIA DEI LATINI,VIA DEI LATINI,1,60,VIA DEI LATINI,VIA DEI LATINI,1245234,19,matched,normalized_exact,high,
VIA DEI LECCI,VIA DEI LECCI,1,67,VIA DEI LECCI,VIA DEI LECCI,1246230,13,matched,normalized_exact,high,
VIA DEI LIGURI,VIA DEI LIGURI,1,76,,,,,unmatched,normalized_exact,review,no exact normalized ANNCSU odonym match
VIA DEI LUCANI,VIA DEI LUCANI,1,71,VIA DEI LUCANI,VIA DEI LUCANI,1246182,2,matched,normalized_exact,high,
VIA DEI LUCERI,VIA DEI LUCERI,1,62,,,,,unmatched,normalized_exact,review,no exact normalized ANNCSU odonym match
VIA DEI MARRUCINI,VIA DEI MARRUCINI,1,62,VIA DEI MARRUCINI,VIA DEI MARRUCINI,1246238,2,matched,normalized_exact,high,
VIA DEI MONACI BASILIANI,VIA DEI MONACI BASILIANI,1,37,VIA DEI MONACI BASILIANI,VIA DEI MONACI BASILIANI,1245237,3,matched,normalized_exact,high,
VIA DEI MORGETI,VIA DEI MORGETI,1,73,VIA DEI MORGETI,VIA DEI MORGETI,1245238,65,matched,normalized_exact,high,
VIA DEI NARCISI,VIA DEI NARCISI,1,69,VIA DEI NARCISI,VIA DEI NARCISI,1246193,13,matched,normalized_exact,high,
VIA DEI NOCI,VIA DEI NOCI,1,73,VIA DEI NOCI,VIA DEI NOCI,1246196,7,matched,normalized_exact,high,
VIA DEI PATRIOTI NICASTRESI,VIA DEI PATRIOTI NICASTRESI,1,15,,,,,unmatched,normalized_exact,review,no exact normalized ANNCSU odonym match
VIA DEI PATRIOTI SAMBIASINI 1848,VIA DEI PATRIOTI SAMBIASINI 1848,1,37,VIA DEI PATRIOTI SAMBIASINI 1848,VIA DEI PATRIOTI SAMBIASINI 1848,1245243,109,matched,normalized_exact,high,
VIA DEI PICENI,VIA DEI PICENI,1,62,,,,,unmatched,normalized_exact,review,no exact normalized ANNCSU odonym match
VIA DEI PINI,VIA DEI PINI,1,76,,,,,unmatched,normalized_exact,review,no exact normalized ANNCSU odonym match
VIA DEI PIOPPI,VIA DEI PIOPPI,1,73,VIA DEI PIOPPI,VIA DEI PIOPPI,1246132,6,matched,normalized_exact,high,
VIA DEI PLATANI,VIA DEI PLATANI,1,73,VIA DEI PLATANI,VIA DEI PLATANI,1246177,0,matched,normalized_exact,high,
VIA DEI ROMANI,VIA DEI ROMANI,1,72,VIA DEI ROMANI,VIA DEI ROMANI,1245244,33,matched,normalized_exact,high,
VIA DEI ROVERI,VIA DEI ROVERI,1,56,,,,,unmatched,normalized_exact,review,no exact normalized ANNCSU odonym match
VIA DEI SABELLI,VIA DEI SABELLI,1,72,VIA DEI SABELLI,VIA DEI SABELLI,1246143,5,matched,normalized_exact,high,
VIA DEI SALENTINI,VIA DEI SALENTINI,1,62,VIA DEI SALENTINI,VIA DEI SALENTINI,1246251,3,matched,normalized_exact,high,
VIA DEI SALICI,VIA DEI SALICI,1,73,VIA DEI SALICI,VIA DEI SALICI,1245245,21,matched,normalized_exact,high,
VIA DEI SANNITI,VIA DEI SANNITI,1,60,VIA DEI SANNITI,VIA DEI SANNITI,1246123,29,matched,normalized_exact,high,
VIA DEI SARDI,VIA DEI SARDI,1,71,VIA DEI SARDI,VIA DEI SARDI,1246137,2,matched,normalized_exact,high,
VIA DEI SICULI,VIA DEI SICULI,1,72,VIA DEI SICULI,VIA DEI SICULI,1246150,3,matched,normalized_exact,high,
VIA DEI TAURINI,VIA DEI TAURINI,1,71,VIA DEI TAURINI,VIA DEI TAURINI,1246204,7,matched,normalized_exact,high,
VIA DEI TIGLI,VIA DEI TIGLI,1,73,VIA DEI TIGLI,VIA DEI TIGLI,1245246,8,matched,normalized_exact,high,
VIA DEI TULIPANI,VIA DEI TULIPANI,1,64,VIA DEI TULIPANI,VIA DEI TULIPANI,1246002,7,matched,normalized_exact,high,
VIA DEI VOLSCI,VIA DEI VOLSCI,1,72,VIA DEI VOLSCI,VIA DEI VOLSCI,1246241,6,matched,normalized_exact,high,
VIA DEL LAVORO,VIA DEL LAVORO,1,43,VIA DEL LAVORO,VIA DEL LAVORO,1245248,11,matched,normalized_exact,high,
VIA DEL MULINO,VIA DEL MULINO,1,27,VIA DEL MULINO,VIA DEL MULINO,1245250,2,matched,normalized_exact,high,
VIA DEL PROGRESSO,VIA DEL PROGRESSO,2,63; 64,VIA DEL PROGRESSO,VIA DEL PROGRESSO,1245251,503,matched,normalized_exact,high,
VIA DEL SOCCORSO,VIA DEL SOCCORSO,1,28,VIA DEL SOCCORSO,VIA DEL SOCCORSO,1246140,18,matched,normalized_exact,high,
VIA DELLA CASA COMUNALE,VIA DELLA CASA COMUNALE,1,77,,,,,unmatched,normalized_exact,review,no exact normalized ANNCSU odonym match
VIA DELLA PACE,VIA DELLA PACE,1,33,VIA DELLA PACE,VIA DELLA PACE,1245255,4,matched,normalized_exact,high,
VIA DELLA QUERCIA ANTICA,VIA DELLA QUERCIA ANTICA,1,69,VIA DELLA QUERCIA ANTICA,VIA DELLA QUERCIA ANTICA,1245256,11,matched,normalized_exact,high,
VIA DELLA VITTORIA,VIA DELLA VITTORIA,2,68; 69,VIA DELLA VITTORIA,VIA DELLA VITTORIA,1245261,80,matched,normalized_exact,high,
VIA DELLE BETULLE,VIA DELLE BETULLE,1,71,VIA DELLE BETULLE,VIA DELLE BETULLE,1246130,0,matched,normalized_exact,high,
VIA DELLE GINESTRE,VIA DELLE GINESTRE,1,64,VIA DELLE GINESTRE,VIA DELLE GINESTRE,1245262,17,matched,normalized_exact,high,
VIA DELLE IMPRESE,VIA DELLE IMPRESE,1,65,VIA DELLE IMPRESE,VIA DELLE IMPRESE,1245263,35,matched,normalized_exact,high,
VIA DELLE PALME,VIA DELLE PALME,1,65,VIA DELLE PALME,VIA DELLE PALME,1245265,26,matched,normalized_exact,high,
VIA DELLE QUERCE,VIA DELLE QUERCE,1,71,VIA DELLE QUERCE,VIA DELLE QUERCE,1246277,8,matched,normalized_exact,high,
VIA DELLE ROSE,VIA DELLE ROSE,1,35,VIA DELLE ROSE,VIA DELLE ROSE,1245266,35,matched,normalized_exact,high,
VIA DELLE SEQUOIE,VIA DELLE SEQUOIE,1,34,,,,,unmatched,normalized_exact,review,no exact normalized ANNCSU odonym match
VIA DELLE TAMERICI,VIA DELLE TAMERICI,1,65,VIA DELLE TAMERICI,VIA DELLE TAMERICI,1246121,7,matched,normalized_exact,high,
VIA DELLE TERME,VIA DELLE TERME,1,34,VIA DELLE TERME,VIA DELLE TERME,1245267,103,matched,normalized_exact,high,
VIA DELLE VIGNE,VIA DELLE VIGNE,1,62,VIA DELLE VIGNE,VIA DELLE VIGNE,1245268,6,matched,normalized_exact,high,
VIA DELLE VIOLE,VIA DELLE VIOLE,1,69,VIA DELLE VIOLE,VIA DELLE VIOLE,1245269,15,matched,normalized_exact,high,
VIA DOMENICO CURCIO,VIA DOMENICO CURCIO,1,28,VIA DOMENICO CURCIO,VIA DOMENICO CURCIO,1246180,8,matched,normalized_exact,high,
VIA DOMENICO FRANZI,VIA DOMENICO FRANZI',1,37,VIA DOMENICO FRANZI,VIA DOMENICO FRANZI',1245353,14,matched,normalized_exact,high,
VIA DOMENICO PETRUZZA,VIA DOMENICO PETRUZZA,1,72,,,,,unmatched,normalized_exact,review,no exact normalized ANNCSU odonym match
VIA DOMENICO RUBINO,VIA DOMENICO RUBINO,1,37,,,,,unmatched,normalized_exact,review,no exact normalized ANNCSU odonym match
VIA DON GIUSEPPE CERRA,VIA DON GIUSEPPE CERRA,1,24,,,,,unmatched,normalized_exact,review,no exact normalized ANNCSU odonym match
VIA DON LORENZO MILANI,VIA DON LORENZO MILANI,1,41,VIA DON LORENZO MILANI,VIA DON LORENZO MILANI,1246283,2,matched,normalized_exact,high,
VIA DON STURZO,VIA DON STURZO,1,43,,,,,unmatched,normalized_exact,review,no exact normalized ANNCSU odonym match
VIA DUCA D AOSTA,VIA DUCA D'AOSTA,1,21,VIA DUCA D AOSTA,VIA DUCA D'AOSTA,1245279,59,matched,normalized_exact,high,
VIA DUCA DEGLI ABRUZZI,VIA DUCA DEGLI ABRUZZI,1,42,VIA DUCA DEGLI ABRUZZI,VIA DUCA DEGLI ABRUZZI,1245280,27,matched,normalized_exact,high,
VIA DUCA DI GENOVA,VIA DUCA DI GENOVA,1,40,VIA DUCA DI GENOVA,VIA DUCA DI GENOVA,1245281,22,matched,normalized_exact,high,
VIA DUCCIO DA BONINSEGNA,VIA DUCCIO DA BONINSEGNA,1,37,,,,,unmatched,normalized_exact,review,no exact normalized ANNCSU odonym match
VIA E ATRIO D PORCHIO,VIA E ATRIO D. PORCHIO,1,38,,,,,unmatched,normalized_exact,review,no exact normalized ANNCSU odonym match
VIA E ATRIO LEOPARDI,VIA E ATRIO LEOPARDI,1,41,,,,,unmatched,normalized_exact,review,no exact normalized ANNCSU odonym match
VIA E BARBERIO,VIA E. BARBERIO,1,27,VIA EMILIO BARBERIO,VIA EMILIO BARBERIO,1245283,13,matched_abbreviation_unique,abbreviation_signature_unique,medium,unique ANNCSU odonym match by final token plus preceding initials
VIA E BERLINGUER,VIA E. BERLINGUER,1,72,VIA ENRICO BERLINGUER,VIA ENRICO BERLINGUER,1245293,2,matched_abbreviation_unique,abbreviation_signature_unique,medium,unique ANNCSU odonym match by final token plus preceding initials
VIA E BORRELLO,VIA E. BORRELLO,1,37,,,,,unmatched,normalized_exact,review,no exact normalized ANNCSU odonym match
VIA E COLOSIMO,VIA E. COLOSIMO,1,3,VIA ENRICO COLOSIMO,VIA ENRICO COLOSIMO,1245171,32,matched_abbreviation_unique,abbreviation_signature_unique,medium,unique ANNCSU odonym match by final token plus preceding initials
VIA E CONTRADA CANNETO,VIA E C.DA CANNETO,1,31,,,,,unmatched,normalized_exact,review,no exact normalized ANNCSU odonym match
VIA E CONTRADA CAPITOLO,VIA E C.DA CAPITOLO,1,27,,,,,unmatched,normalized_exact,review,no exact normalized ANNCSU odonym match
VIA E CONTRADA CAVALLERIZZA,VIA E C.DA CAVALLERIZZA,1,14,,,,,unmatched,normalized_exact,review,no exact normalized ANNCSU odonym match
VIA E CONTRADA FILIPPA,VIA E C.DA FILIPPA,1,29,,,,,unmatched,normalized_exact,review,no exact normalized ANNCSU odonym match
VIA E CONTRADA PIRO,VIA E C.DA PIRO,1,20,,,,,unmatched,normalized_exact,review,no exact normalized ANNCSU odonym match
VIA E CONTRADA PRUNIA,VIA E C.DA PRUNIA,1,37,,,,,unmatched,normalized_exact,review,no exact normalized ANNCSU odonym match
VIA E CONTRADA VIGNOLA STATTI,VIA E C.DA VIGNOLA STATTI,1,7,,,,,unmatched,normalized_exact,review,no exact normalized ANNCSU odonym match
VIA E CORSO GRAMSCI,VIA E CORSO GRAMSCI,1,75,,,,,unmatched,normalized_exact,review,no exact normalized ANNCSU odonym match
VIA E D NICOTERA,VIA E. D. NICOTERA,1,39,,,,,unmatched,normalized_exact,review,no exact normalized ANNCSU odonym match
VIA E DE FILIPPO,VIA E. DE FILIPPO,1,31,VIA EDUARDO DE FILIPPO,VIA EDUARDO DE FILIPPO,1245287,11,matched_abbreviation_unique,abbreviation_signature_unique,medium,unique ANNCSU odonym match by final token plus preceding initials
VIA E DE NICOLA,VIA E. DE NICOLA,1,72,VIA ENRICO DE NICOLA,VIA ENRICO DE NICOLA,1245214,8,matched_abbreviation_unique,abbreviation_signature_unique,medium,unique ANNCSU odonym match by final token plus preceding initials
VIA E FERMI,VIA E. FERMI,1,9,VIA ENRICO FERMI,VIA ENRICO FERMI,1245294,6,matched_abbreviation_unique,abbreviation_signature_unique,medium,unique ANNCSU odonym match by final token plus preceding initials
VIA E FILIBERTO,VIA E. FILIBERTO,1,40,VIA EMANUELE FILIBERTO,VIA EMANUELE FILIBERTO,1245290,7,matched_abbreviation_unique,abbreviation_signature_unique,medium,unique ANNCSU odonym match by final token plus preceding initials
VIA E GRANDE,VIA E. GRANDE,1,3,VIA EMANUELE GRANDE,VIA EMANUELE GRANDE,1245288,4,matched_abbreviation_unique,abbreviation_signature_unique,medium,unique ANNCSU odonym match by final token plus preceding initials
VIA E LARGHETTO OSPEDALE,VIA E LARGHETTO OSPEDALE,1,7,,,,,unmatched,normalized_exact,review,no exact normalized ANNCSU odonym match
VIA E LARGO GIARDINETTO,VIA E LARGO GIARDINETTO,1,27,,,,,unmatched,normalized_exact,review,no exact normalized ANNCSU odonym match
VIA E LARGO GINNASIO,VIA E LARGO GINNASIO,1,8,,,,,unmatched,normalized_exact,review,no exact normalized ANNCSU odonym match
VIA E LOC CERASOLO,VIA E LOC. CERASOLO,1,77,,,,,unmatched,normalized_exact,review,no exact normalized ANNCSU odonym match
VIA E LOC COSCHI,VIA E LOC. COSCHI,1,77,,,,,unmatched,normalized_exact,review,no exact normalized ANNCSU odonym match
VIA E LOC SPARTIVENTO,VIA E LOC. SPARTIVENTO,1,32,,,,,unmatched,normalized_exact,review,no exact normalized ANNCSU odonym match
VIA E MAIORANA,VIA E. MAIORANA,1,37,,,,,unmatched,normalized_exact,review,no exact normalized ANNCSU odonym match
VIA E MONTESANTI,VIA E. MONTESANTI,1,36,VIA EDOARDO MONTESANTI,VIA EDOARDO MONTESANTI,1245286,8,matched_abbreviation_unique,abbreviation_signature_unique,medium,unique ANNCSU odonym match by final token plus preceding initials
VIA E R DE MEDICI,VIA E. R. DE MEDICI,1,3,,,,,unmatched,normalized_exact,review,no exact normalized ANNCSU odonym match
VIA E RAMPA PEDICHIUSA,VIA E RAMPA PEDICHIUSA,1,26,,,,,unmatched,normalized_exact,review,no exact normalized ANNCSU odonym match
VIA E RIONE ARCURI,VIA E RIONE ARCURI,1,30,,,,,unmatched,normalized_exact,review,no exact normalized ANNCSU odonym match
VIA E RIONE CASE NOVE,VIA E RIONE CASE NOVE,1,30,,,,,unmatched,normalized_exact,review,no exact normalized ANNCSU odonym match
VIA E RIONE GRANDINETTI,VIA E RIONE GRANDINETTI,1,30,,,,,unmatched,normalized_exact,review,no exact normalized ANNCSU odonym match
VIA E RIONE MANDONI,VIA E RIONE MANDONI,1,30,,,,,unmatched,normalized_exact,review,no exact normalized ANNCSU odonym match
VIA E SALITA CARCERI,VIA E SALITA CARCERI,1,10,,,,,unmatched,normalized_exact,review,no exact normalized ANNCSU odonym match
VIA E TRAV CANNETO MORELLI,VIA E TRAV. CANNETO MORELLI,1,31,,,,,unmatched,normalized_exact,review,no exact normalized ANNCSU odonym match
VIA E TRAV L EINAUDI,VIA E TRAV. L. EINAUDI,1,42,,,,,unmatched,normalized_exact,review,no exact normalized ANNCSU odonym match
VIA E TRAV MADONNA DELLA SPINA,VIA E TRAV. MADONNA DELLA SPINA,1,24,,,,,unmatched,normalized_exact,review,no exact normalized ANNCSU odonym match
VIA E TRAV S D IPPOLITO,VIA E TRAV. S. D'IPPOLITO,1,61,,,,,unmatched,normalized_exact,review,no exact normalized ANNCSU odonym match
VIA E TRAVERSE DEL MARE,VIA E TRAVERSE DEL MARE,1,52,,,,,unmatched,normalized_exact,review,no exact normalized ANNCSU odonym match
VIA E TRAVERSE DELLE NAZIONI,VIA E TRAVERSE DELLE NAZIONI,1,55,,,,,unmatched,normalized_exact,review,no exact normalized ANNCSU odonym match
VIA E TRAVERSE G AMENDOLA,VIA E TRAVERSE G. AMENDOLA,1,59,,,,,unmatched,normalized_exact,review,no exact normalized ANNCSU odonym match
VIA E TRAVERSE G CIANFLONE,VIA E TRAVERSE G. CIANFLONE,1,75,,,,,unmatched,normalized_exact,review,no exact normalized ANNCSU odonym match
VIA E TRAVERSE G DELEDDA,VIA E TRAVERSE G. DELEDDA,1,37,,,,,unmatched,normalized_exact,review,no exact normalized ANNCSU odonym match
VIA E TRAVERSE PITAGORA,VIA E TRAVERSE PITAGORA,1,31,,,,,unmatched,normalized_exact,review,no exact normalized ANNCSU odonym match
VIA E VICHI CAFALDO,VIA E VICHI CAFALDO,1,38,,,,,unmatched,normalized_exact,review,no exact normalized ANNCSU odonym match
VIA E VICHI CAVOUR,VIA E VICHI CAVOUR,1,34,,,,,unmatched,normalized_exact,review,no exact normalized ANNCSU odonym match
VIA E VICHI CONCIAPELLE,VIA E VICHI CONCIAPELLE,1,26,,,,,unmatched,normalized_exact,review,no exact normalized ANNCSU odonym match
VIA E VICHI CORTESE,VIA E VICHI CORTESE,1,29,,,,,unmatched,normalized_exact,review,no exact normalized ANNCSU odonym match
VIA E VICHI FIMIANI,VIA E VICHI FIMIANI,1,29,,,,,unmatched,normalized_exact,review,no exact normalized ANNCSU odonym match
VIA E VICHI FONTANA S NICOLA,VIA E VICHI FONTANA S. NICOLA,1,29,,,,,unmatched,normalized_exact,review,no exact normalized ANNCSU odonym match
VIA E VICHI GARIBALDI,VIA E VICHI GARIBALDI,1,26,,,,,unmatched,normalized_exact,review,no exact normalized ANNCSU odonym match
VIA E VICHI M PAOLA,VIA E VICHI M. PAOLA,1,3,,,,,unmatched,normalized_exact,review,no exact normalized ANNCSU odonym match
VIA E VICHI MAZZINI,VIA E VICHI MAZZINI,1,38,,,,,unmatched,normalized_exact,review,no exact normalized ANNCSU odonym match
VIA E VICHI NICOTERA,VIA E VICHI NICOTERA,1,29,,,,,unmatched,normalized_exact,review,no exact normalized ANNCSU odonym match
VIA E VICHI POERIO,VIA E VICHI POERIO,1,40,,,,,unmatched,normalized_exact,review,no exact normalized ANNCSU odonym match
VIA E VICHI S LUCIA,VIA E VICHI S. LUCIA,1,26,,,,,unmatched,normalized_exact,review,no exact normalized ANNCSU odonym match
